ATC	Name	DrugBankID	ChemicalSubgroups	PharmacologicalSubgroup	TherapeuticSubgroup	Dispensations	WomenDispensations	MenDispensations	NameSource	IDSource
L04AB01	Etanercept	DB00005	Tumor necrosis factor alpha (TNF-) inhibitors	Immunosuppressants	Immunosuppressants	98	37	61	DrugBank	DrugBank
L04AC05	Ustekinumab	DB05679	Interleukin inhibitors	Immunosuppressants	Immunosuppressants	176	66	110	DrugBank	DrugBank
L04AD01	Cyclosporine	DB00091	Calcineurin inhibitors	Immunosuppressants	Immunosuppressants	7696	3566	4130	DrugBank	DrugBank
L04AD02	Tacrolimus	DB00864	Calcineurin inhibitors	Immunosuppressants	Immunosuppressants	10252	4040	6212	DrugBank	DrugBank
L04AX01	Azathioprine	DB00993	Other immunosuppressants	Immunosuppressants	Immunosuppressants	15740	8672	7068	DrugBank	DrugBank
L04AX03	Methotrexate	DB00563	Other immunosuppressants	Immunosuppressants	Immunosuppressants	36297	22087	14210	DrugBank	DrugBank
M01AA01	Phenylbutazone	DB00812	Butylpyrazolidines	Antiinflammatory and antirheumatic products, non-steroids	Antiinflammatory and antirheumatic products	790	347	443	DrugBank	DrugBank
M01AB01	Indomethacin	DB00328	Acetic acid derivatives and related substances	Antiinflammatory and antirheumatic products, non-steroids	Antiinflammatory and antirheumatic products	123784	61875	61909	DrugBank	DrugBank
M01AB02	Sulindac	DB00605	Acetic acid derivatives and related substances	Antiinflammatory and antirheumatic products, non-steroids	Antiinflammatory and antirheumatic products	329	218	111	DrugBank	DrugBank
M01AB03	Tolmetin	DB00500	Acetic acid derivatives and related substances	Antiinflammatory and antirheumatic products, non-steroids	Antiinflammatory and antirheumatic products	14	7	7	DrugBank	DrugBank
M01AB05	Diclofenac	DB00586	Acetic acid derivatives and related substances	Antiinflammatory and antirheumatic products, non-steroids	Antiinflammatory and antirheumatic products	1589695	853666	736029	DrugBank	DrugBank
M01AB10	Fentiazac	DB13217	Acetic acid derivatives and related substances	Antiinflammatory and antirheumatic products, non-steroids	Antiinflammatory and antirheumatic products	1	1	0	DrugBank	DrugBank
M01AB14	Proglumetacin	DB13527	Acetic acid derivatives and related substances	Antiinflammatory and antirheumatic products, non-steroids	Antiinflammatory and antirheumatic products	140	98	42	WHOCC	DrugBankWeb
M01AB16	Aceclofenac	DB06736	Acetic acid derivatives and related substances	Antiinflammatory and antirheumatic products, non-steroids	Antiinflammatory and antirheumatic products	247527	156101	91426	DrugBank	DrugBank
M01AB55	Diclofenac, combinations	DB00586	Acetic acid derivatives and related substances	Antiinflammatory and antirheumatic products, non-steroids	Antiinflammatory and antirheumatic products	35548	20598	14950	DrugBank-corrected	DrugBank
M01AC01	Piroxicam	DB00554	Oxicams	Antiinflammatory and antirheumatic products, non-steroids	Antiinflammatory and antirheumatic products	10235	6745	3490	DrugBank	DrugBank
M01AC02	Tenoxicam	DB00469	Oxicams	Antiinflammatory and antirheumatic products, non-steroids	Antiinflammatory and antirheumatic products	3908	2530	1378	DrugBank	DrugBank
M01AC05	Lornoxicam	DB06725	Oxicams	Antiinflammatory and antirheumatic products, non-steroids	Antiinflammatory and antirheumatic products	57995	36785	21210	DrugBank	DrugBank
M01AC06	Meloxicam	DB00814	Oxicams	Antiinflammatory and antirheumatic products, non-steroids	Antiinflammatory and antirheumatic products	70601	48458	22143	DrugBank	DrugBank
M01AE01	Ibuprofen	DB01050	Propionic acid derivatives	Antiinflammatory and antirheumatic products, non-steroids	Antiinflammatory and antirheumatic products	3651900	1967990	1683910	DrugBank	DrugBank
M01AE02	Naproxen	DB00788	Propionic acid derivatives	Antiinflammatory and antirheumatic products, non-steroids	Antiinflammatory and antirheumatic products	1288136	789031	499105	DrugBank	DrugBank
M01AE03	Ketoprofen	DB01009	Propionic acid derivatives	Antiinflammatory and antirheumatic products, non-steroids	Antiinflammatory and antirheumatic products	11044	7611	3433	DrugBank	DrugBank
M01AE09	Flurbiprofen	DB00712	Propionic acid derivatives	Antiinflammatory and antirheumatic products, non-steroids	Antiinflammatory and antirheumatic products	3508	1916	1592	DrugBank	DrugBank
M01AE14	Dexibuprofen	DB09213	Propionic acid derivatives	Antiinflammatory and antirheumatic products, non-steroids	Antiinflammatory and antirheumatic products	53451	32266	21185	DrugBank	DrugBank
M01AE17	Dexketoprofen	DB09214	Propionic acid derivatives	Antiinflammatory and antirheumatic products, non-steroids	Antiinflammatory and antirheumatic products	1215938	694820	521118	DrugBank	DrugBank
M01AE52	Naproxen and esomeprazole	DB00736	Propionic acid derivatives	Antiinflammatory and antirheumatic products, non-steroids	Antiinflammatory and antirheumatic products	33557	21281	12276	DrugBank-corrected	DrugBank
M01AE52	Naproxen and esomeprazole	DB00788	Propionic acid derivatives	Antiinflammatory and antirheumatic products, non-steroids	Antiinflammatory and antirheumatic products	33557	21281	12276	DrugBank-corrected	DrugBank
M01AG01	Mefenamic acid	DB00784	Fenamates	Antiinflammatory and antirheumatic products, non-steroids	Antiinflammatory and antirheumatic products	2732	2522	210	DrugBank	DrugBank
M01AH01	Celecoxib	DB00482	Coxibs	Antiinflammatory and antirheumatic products, non-steroids	Antiinflammatory and antirheumatic products	191455	131232	60223	DrugBank	DrugBank
M01AH02	Rofecoxib	DB00533	Coxibs	Antiinflammatory and antirheumatic products, non-steroids	Antiinflammatory and antirheumatic products	1	0	1	DrugBank	DrugBank
M01AH05	Etoricoxib	DB01628	Coxibs	Antiinflammatory and antirheumatic products, non-steroids	Antiinflammatory and antirheumatic products	180819	120315	60504	DrugBank	DrugBank
M01AX01	Nabumetone	DB00461	Other antiinflammatory and antirheumatic agents, non-steroids	Antiinflammatory and antirheumatic products, non-steroids	Antiinflammatory and antirheumatic products	24771	17495	7276	DrugBank	DrugBank
M01AX02	Niflumic Acid	DB04552	Other antiinflammatory and antirheumatic agents, non-steroids	Antiinflammatory and antirheumatic products, non-steroids	Antiinflammatory and antirheumatic products	6835	4272	2563	DrugBank	DrugBank
M01AX05	Glucosamine	DB01296	Other antiinflammatory and antirheumatic agents, non-steroids	Antiinflammatory and antirheumatic products, non-steroids	Antiinflammatory and antirheumatic products	122854	82737	40117	DrugBank	DrugBank
M01AX21	Diacerein	DB11994	Other antiinflammatory and antirheumatic agents, non-steroids	Antiinflammatory and antirheumatic products, non-steroids	Antiinflammatory and antirheumatic products	34806	23854	10952	DrugBank	DrugBank
M01AX22	Morniflumate	DB09285	Other antiinflammatory and antirheumatic agents, non-steroids	Antiinflammatory and antirheumatic products, non-steroids	Antiinflammatory and antirheumatic products	405	79	326	DrugBank	DrugBank
M01AX24	Oxaceprol	DB13363	Other antiinflammatory and antirheumatic agents, non-steroids	Antiinflammatory and antirheumatic products, non-steroids	Antiinflammatory and antirheumatic products	539	357	182	WHOCC	DrugBankWeb
M01AX25	Chondroitin sulfate	DB09301	Other antiinflammatory and antirheumatic agents, non-steroids	Antiinflammatory and antirheumatic products, non-steroids	Antiinflammatory and antirheumatic products	303927	195752	108175	DrugBank	DrugBank
M01AX93			Other antiinflammatory and antirheumatic agents, non-steroids	Antiinflammatory and antirheumatic products, non-steroids	Antiinflammatory and antirheumatic products	524	340	184		
M01CB01	Sodium aurothiomalate	DB09276	Gold preparations	Specific antirheumatic agents	Antiinflammatory and antirheumatic products	197	124	73	DrugBank	DrugBank
M01CB03	Auranofin	DB00995	Gold preparations	Specific antirheumatic agents	Antiinflammatory and antirheumatic products	99	72	27	DrugBank	DrugBank
M01CC01	Penicillamine	DB00859	Penicillamine and similar agents	Specific antirheumatic agents	Antiinflammatory and antirheumatic products	273	157	116	DrugBank	DrugBank
M01CX95			Other specific antirheumatic agents	Specific antirheumatic agents	Antiinflammatory and antirheumatic products	16039	10289	5750		
M02AA06	Etofenamate	DB08984	Antiinflammatory preparations, non-steroids for topical use	Topical products for joint and muscular pain	Topical products for joint and muscular pain	309057	190518	118539	DrugBank	DrugBank
M02AA07	Piroxicam	DB00554	Antiinflammatory preparations, non-steroids for topical use	Topical products for joint and muscular pain	Topical products for joint and muscular pain	19442	12538	6904	DrugBank	DrugBank
M02AA10	Ketoprofen	DB01009	Antiinflammatory preparations, non-steroids for topical use	Topical products for joint and muscular pain	Topical products for joint and muscular pain	87387	54513	32874	DrugBank	DrugBank
M02AA15	Diclofenac	DB00586	Antiinflammatory preparations, non-steroids for topical use	Topical products for joint and muscular pain	Topical products for joint and muscular pain	552959	342028	210931	DrugBank	DrugBank
M02AA17	Niflumic Acid	DB04552	Antiinflammatory preparations, non-steroids for topical use	Topical products for joint and muscular pain	Topical products for joint and muscular pain	366	241	125	DrugBank	DrugBank
M02AA22	Suxibuzone	DB13232	Antiinflammatory preparations, non-steroids for topical use	Topical products for joint and muscular pain	Topical products for joint and muscular pain	145	106	39	WHOCC	DrugBankWeb
M02AA23	Indomethacin	DB00328	Antiinflammatory preparations, non-steroids for topical use	Topical products for joint and muscular pain	Topical products for joint and muscular pain	12009	7378	4631	DrugBank	DrugBank
M02AA25	Aceclofenac	DB06736	Antiinflammatory preparations, non-steroids for topical use	Topical products for joint and muscular pain	Topical products for joint and muscular pain	34922	22701	12221	DrugBank	DrugBank
M02AA27	Dexketoprofen	DB09214	Antiinflammatory preparations, non-steroids for topical use	Topical products for joint and muscular pain	Topical products for joint and muscular pain	166494	105065	61429	DrugBank	DrugBank
M02AA28	Piketoprofen 		Antiinflammatory preparations, non-steroids for topical use	Topical products for joint and muscular pain	Topical products for joint and muscular pain	135731	85353	50378	WHOCC	
M02AA51			Antiinflammatory preparations, non-steroids for topical use	Topical products for joint and muscular pain	Topical products for joint and muscular pain	3525	2268	1257		
M02AA92			Antiinflammatory preparations, non-steroids for topical use	Topical products for joint and muscular pain	Topical products for joint and muscular pain	1369	835	534		
M02AA99			Antiinflammatory preparations, non-steroids for topical use	Topical products for joint and muscular pain	Topical products for joint and muscular pain	5681	3337	2344		
M02AC92			Preparations with salicylic acid derivatives	Topical products for joint and muscular pain	Topical products for joint and muscular pain	37756	23627	14129		
M02AX10	Various		Other topical products for joint and muscular pain	Topical products for joint and muscular pain	Topical products for joint and muscular pain	748	466	282	WHOCC	
M02AX93			Other topical products for joint and muscular pain	Topical products for joint and muscular pain	Topical products for joint and muscular pain	28	15	13		
M03BA02	Carisoprodol	DB00395	Carbamic acid esters	Muscle relaxants, centrally acting agents	Muscle relaxants	4159	2902	1257	DrugBank	DrugBank
M03BA03	Methocarbamol	DB00423	Carbamic acid esters	Muscle relaxants, centrally acting agents	Muscle relaxants	86609	54573	32036	DrugBank	DrugBank
M03BX01	Baclofen	DB00181	Other centrally acting agents	Muscle relaxants, centrally acting agents	Muscle relaxants	14258	7029	7229	DrugBank	DrugBank
M03BX02	Tizanidine	DB00697	Other centrally acting agents	Muscle relaxants, centrally acting agents	Muscle relaxants	69987	44116	25871	DrugBank	DrugBank
M03BX07	Tetrazepam	DB1332	Other centrally acting agents	Muscle relaxants, centrally acting agents	Muscle relaxants	627431	386968	240463	WHOCC	DrugBankWeb
M03BX08	Cyclobenzaprine	DB00924	Other centrally acting agents	Muscle relaxants, centrally acting agents	Muscle relaxants	359383	221854	137529	DrugBank	DrugBank
M04AA01	Allopurinol	DB00437	Preparations inhibiting uric acid production	Antigout preparations	Antigout preparations	232836	69986	162850	DrugBank	DrugBank
M04AA03	Febuxostat	DB04854	Preparations inhibiting uric acid production	Antigout preparations	Antigout preparations	9302	2362	6940	DrugBank	DrugBank
M04AA51	Allopurinol, combinations	DB00437	Preparations inhibiting uric acid production	Antigout preparations	Antigout preparations	1	1	0	DrugBank-corrected	DrugBank
M04AB03	Benzbromarone	DB12319	Preparations increasing uric acid excretion	Antigout preparations	Antigout preparations	355	80	275	DrugBank	DrugBank
M04AB05	Lesinurad	DB11560	Preparations increasing uric acid excretion	Antigout preparations	Antigout preparations	3	0	3	DrugBank	DrugBank
M04AC01	Colchicine	DB01394	Preparations with no effect on uric acid metabolism	Antigout preparations	Antigout preparations	64526	15874	48652	DrugBank	DrugBank
M04AC51			Preparations with no effect on uric acid metabolism	Antigout preparations	Antigout preparations	45372	11515	33857		
M05BA01	Etidronic acid	DB01077	Bisphosphonates	Drugs affecting bone structure and mineralization	Drugs for treatment of bone diseases	946	820	126	DrugBank	DrugBank
M05BA02	Clodronic Acid	DB00720	Bisphosphonates	Drugs affecting bone structure and mineralization	Drugs for treatment of bone diseases	41	28	13	DrugBank	DrugBank
M05BA04	Alendronic acid	DB00630	Bisphosphonates	Drugs affecting bone structure and mineralization	Drugs for treatment of bone diseases	206385	179287	27098	DrugBank	DrugBank
M05BA05	Tiludronic acid	DB01133	Bisphosphonates	Drugs affecting bone structure and mineralization	Drugs for treatment of bone diseases	111	57	54	DrugBank	DrugBank
M05BA06	Ibandronate	DB00710	Bisphosphonates	Drugs affecting bone structure and mineralization	Drugs for treatment of bone diseases	38601	34191	4410	DrugBank	DrugBank
M05BA07	Risedronate	DB00884	Bisphosphonates	Drugs affecting bone structure and mineralization	Drugs for treatment of bone diseases	84021	69993	14028	DrugBank	DrugBank
M05BB03	Alendronic acid and cholecalciferol	DB00169	Bisphosphonates, combinations	Drugs affecting bone structure and mineralization	Drugs for treatment of bone diseases	38439	33043	5396	DrugBank-corrected	DrugBank
M05BB03	Alendronic acid and cholecalciferol	DB00630	Bisphosphonates, combinations	Drugs affecting bone structure and mineralization	Drugs for treatment of bone diseases	38439	33043	5396	DrugBank-corrected	DrugBank
M05BX03	Strontium ranelate	DB09267	Other drugs affecting bone structure and mineralization	Drugs affecting bone structure and mineralization	Drugs for treatment of bone diseases	41738	37018	4720	DrugBank	DrugBank
M05BX04	Denosumab	DB06643	Other drugs affecting bone structure and mineralization	Drugs affecting bone structure and mineralization	Drugs for treatment of bone diseases	25220	23466	1754	DrugBank	DrugBank
N01BA02	Procaine	DB00721	Esters of aminobenzoic acid	Anesthetics, local	Anesthetics	1410	1017	393	DrugBank	DrugBank
N01BA03	Tetracaine	DB09085	Esters of aminobenzoic acid	Anesthetics, local	Anesthetics	12561	6117	6444	DrugBank	DrugBank
N01BA53	Tetracaine, combinations	DB09085	Esters of aminobenzoic acid	Anesthetics, local	Anesthetics	5	3	2	WHOCC	DrugBankWeb
N01BB02	Lidocaine	DB00281	Amides	Anesthetics, local	Anesthetics	73933	52659	21274	DrugBank	DrugBank
N01BB03	Mepivacaine	DB00961	Amides	Anesthetics, local	Anesthetics	2100	1420	680	DrugBank	DrugBank
N01BB09	Ropivacaine	DB00296	Amides	Anesthetics, local	Anesthetics	22	13	9	DrugBank	DrugBank
N01BB20	Combinations		Amides	Anesthetics, local	Anesthetics	51008	30373	20635	WHOCC	
N01BB52	Lidocaine, combinations	DB00281	Amides	Anesthetics, local	Anesthetics	287	163	124	DrugBank-corrected	DrugBank
N01BB53	Mepivacaine, combinations	DB00961	Amides	Anesthetics, local	Anesthetics	2	1	1	DrugBank-corrected	DrugBank
N01BB58	Articaine	DB09009	Amides	Anesthetics, local	Anesthetics	1	0	1	DrugBank	DrugBank
N01BX01	Ethyl chloride	DB13259	Other local anesthetics	Anesthetics, local	Anesthetics	2303	1219	1084	DrugBank	DrugBank
N01BX04	Capsaicin	DB06774	Other local anesthetics	Anesthetics, local	Anesthetics	132067	86796	45271	DrugBank	DrugBank
N02AA01	Morphine	DB00295	Natural opium alkaloids	Opioids	Analgesics	46020	22883	23137	DrugBank	DrugBank
N02AA03	Hydromorphone	DB00327	Natural opium alkaloids	Opioids	Analgesics	4775	3318	1457	DrugBank	DrugBank
N02AA05	Oxycodone	DB00497	Natural opium alkaloids	Opioids	Analgesics	14457	8535	5922	DrugBank	DrugBank
N02AA55	Oxycodone, combinations	DB00497	Natural opium alkaloids	Opioids	Analgesics	22530	15369	7161	DrugBank-corrected	DrugBank
N02AA59	Codeine, combinations excl. psycholeptics	DB00318	Natural opium alkaloids	Opioids	Analgesics	21783	11981	9802	DrugBank-corrected	DrugBank
N02AB02	Pethidine	DB00454	Phenylpiperidine derivatives	Opioids	Analgesics	315	196	119	DrugBank	DrugBank
N02AB03	Fentanyl	DB00813	Phenylpiperidine derivatives	Opioids	Analgesics	124752	79962	44790	DrugBank	DrugBank
N02AC04	Dextropropoxyphene	DB00647	Diphenylpropylamine derivatives	Opioids	Analgesics	1392	605	787	DrugBank	DrugBank
N02AD01	Pentazocine	DB00652	Benzomorphan derivatives	Opioids	Analgesics	14	9	5	DrugBank	DrugBank
N02AE01	Buprenorphine	DB00921	Oripavine derivatives	Opioids	Analgesics	51722	38693	13029	DrugBank	DrugBank
N02AJ06	Codeine and paracetamol	DB00318	Opioids in combination with non-opioid analgesics	Opioids	Analgesics	895857	515460	380397	WHOCC	DrugBankWeb
N02AJ06	Codeine and paracetamol	DB00316	Opioids in combination with non-opioid analgesics	Opioids	Analgesics	895857	515460	380397	WHOCC	DrugBankWeb
N02AJ07	Codeine and acetylsalicylic acid	DB00318	Opioids in combination with non-opioid analgesics	Opioids	Analgesics	44833	25349	19484	WHOCC	DrugBankWeb
N02AJ07	Codeine and acetylsalicylic acid	DB00945	Opioids in combination with non-opioid analgesics	Opioids	Analgesics	44833	25349	19484	WHOCC	DrugBankWeb
